open,high,low,close,volume,volCcy,volCcyQuote,confirm,date
63045.2,63166.0,62754.7,62791.1,372.57931582,23457367.63321913,23457367.63321913,1,2024-04-29 23:00:00
62845.9,63124.9,62736.7,63045.3,620.43042482,39053686.22367203,39053686.22367203,1,2024-04-29 22:00:00
62026.3,63022.3,61890.0,62844.3,1011.83076913,63364594.3267806,63364594.3267806,1,2024-04-29 21:00:00
62608.0,62709.9,61787.8,62027.4,905.06723242,56300460.61712992,56300460.61712992,1,2024-04-29 20:00:00
62258.4,62659.1,62051.3,62606.3,499.13963287,31138979.585958403,31138979.585958403,1,2024-04-29 19:00:00
62393.3,62426.3,62170.9,62260.0,244.10732318,15209088.807417136,15209088.807417136,1,2024-04-29 18:00:00
62530.7,62678.5,62386.0,62393.4,218.43232316,13656750.701082675,13656750.701082675,1,2024-04-29 17:00:00
62407.4,62664.5,62280.0,62530.6,245.21308875,15299141.62367381,15299141.62367381,1,2024-04-29 16:00:00
62408.1,62506.1,62226.0,62407.5,251.4199995,15677282.969229864,15677282.969229864,1,2024-04-29 15:00:00
62203.5,62422.4,61952.2,62408.1,528.94494312,32903668.811564278,32903668.811564278,1,2024-04-29 14:00:00
62447.4,62469.7,61919.3,62203.6,738.41514072,45892246.17674946,45892246.17674946,1,2024-04-29 13:00:00
62537.9,62537.9,62042.4,62447.3,393.1422626,24497511.501241982,24497511.501241982,1,2024-04-29 12:00:00
62277.9,62633.2,62190.1,62537.9,411.38175215,25699645.121176,25699645.121176,1,2024-04-29 11:00:00
62696.9,62759.1,62123.5,62272.3,1127.06151007,70443684.82136388,70443684.82136388,1,2024-04-29 10:00:00
63235.1,63292.2,62565.5,62696.9,1056.50309083,66416675.7477296,66416675.7477296,1,2024-04-29 09:00:00
63260.7,63369.8,63077.8,63233.1,134.25881736,8485237.831219595,8485237.831219595,1,2024-04-29 08:00:00
63127.9,63321.5,62985.6,63263.5,183.07644588,11567978.027039366,11567978.027039366,1,2024-04-29 07:00:00
63149.8,63176.7,62775.2,63122.0,421.51575734,26531902.275157057,26531902.275157057,1,2024-04-29 06:00:00
63665.5,63720.0,62871.6,63156.2,659.47312394,41681344.592494495,41681344.592494495,1,2024-04-29 05:00:00
63678.2,63742.0,63601.0,63665.4,53.41825849,3400867.676426963,3400867.676426963,1,2024-04-29 04:00:00
63724.8,63743.0,63583.3,63679.5,37.83321165,2408107.496109502,2408107.496109502,1,2024-04-29 03:00:00
63929.4,63934.0,63712.1,63724.9,102.65499016,6552037.526798705,6552037.526798705,1,2024-04-29 02:00:00
63761.0,63976.2,63693.2,63929.0,144.22563208,9212247.534362284,9212247.534362284,1,2024-04-29 01:00:00
63704.1,63814.5,63566.3,63760.9,116.39048813,7412070.326099696,7412070.326099696,1,2024-04-29 00:00:00
63536.4,63790.0,63478.1,63704.1,137.38937274,8745322.499339523,8745322.499339523,1,2024-04-28 23:00:00
63602.1,63653.7,63455.0,63536.4,238.41897409,15147857.174918933,15147857.174918933,1,2024-04-28 22:00:00
63765.5,63782.0,63487.5,63602.1,193.49683378,12313138.311355198,12313138.311355198,1,2024-04-28 21:00:00
63574.4,63875.6,63522.0,63765.5,199.08199765,12690426.153898116,12690426.153898116,1,2024-04-28 20:00:00
63484.1,63671.2,63412.1,63574.4,171.92308165,10928473.386376973,10928473.386376973,1,2024-04-28 19:00:00
63692.0,63705.0,63382.5,63485.0,265.4965419,16855835.977251876,16855835.977251876,1,2024-04-28 18:00:00
63758.5,63791.5,63303.8,63691.9,298.95124284,18995535.60942943,18995535.60942943,1,2024-04-28 17:00:00
63714.3,63830.1,63680.0,63758.7,142.02258927,9054447.378660142,9054447.378660142,1,2024-04-28 16:00:00
63919.9,63986.2,63666.0,63714.3,138.05237885,8809252.197608452,8809252.197608452,1,2024-04-28 15:00:00
63979.8,64077.5,63905.8,63919.9,136.93161899,8759230.601273717,8759230.601273717,1,2024-04-28 14:00:00
63961.2,64035.9,63800.0,63979.7,216.18429357,13820656.750796298,13820656.750796298,1,2024-04-28 13:00:00
63849.6,64024.1,63820.0,63961.2,168.62208021,10771719.882781308,10771719.882781308,1,2024-04-28 12:00:00
64026.2,64060.0,63833.6,63850.2,198.06011565,12669832.532671971,12669832.532671971,1,2024-04-28 11:00:00
63959.9,64380.0,63938.9,64026.2,423.9647819,27186218.068643685,27186218.068643685,1,2024-04-28 10:00:00
63607.6,64098.9,63554.1,63959.9,226.48441353,14457662.23118779,14457662.23118779,1,2024-04-28 09:00:00
63616.0,63707.9,63515.0,63607.6,88.08896067,5603155.574038392,5603155.574038392,1,2024-04-28 08:00:00
63460.1,63757.7,63460.1,63617.7,203.39000453,12934911.17717346,12934911.17717346,1,2024-04-28 07:00:00
63257.1,63561.9,63257.1,63460.0,149.21048174,9468260.794102538,9468260.794102538,1,2024-04-28 06:00:00
63290.1,63489.9,63230.7,63255.0,113.78702194,7209066.932232752,7209066.932232752,1,2024-04-28 05:00:00
63272.7,63359.7,63151.4,63290.3,51.2864604,3243795.157678961,3243795.157678961,1,2024-04-28 04:00:00
63362.8,63466.5,63149.8,63272.7,141.49018697,8947929.895438636,8947929.895438636,1,2024-04-28 03:00:00
63332.1,63392.0,63190.0,63362.7,95.19864575,6026311.667895845,6026311.667895845,1,2024-04-28 02:00:00
63422.0,63619.6,62836.1,63333.4,487.87936494,30848577.410701018,30848577.410701018,1,2024-04-28 01:00:00
62750.0,63650.2,62744.3,63422.1,620.40053537,39245872.18147614,39245872.18147614,1,2024-04-28 00:00:00
62955.7,63108.0,62748.8,62750.0,278.49190708,17525418.517145377,17525418.517145377,1,2024-04-27 23:00:00
63134.4,63211.6,62837.9,62955.8,178.09027702,11219288.247691115,11219288.247691115,1,2024-04-27 22:00:00
63214.3,63412.9,63063.1,63134.3,286.24826533,18102665.2143415,18102665.2143415,1,2024-04-27 21:00:00
63034.0,63254.2,63000.0,63214.2,247.13499548,15606246.750606366,15606246.750606366,1,2024-04-27 20:00:00
62860.1,63165.4,62810.2,63034.0,240.04381002,15130809.577917527,15130809.577917527,1,2024-04-27 19:00:00
62791.2,62951.6,62672.0,62860.2,110.45978698,6938581.495507704,6938581.495507704,1,2024-04-27 18:00:00
62982.0,62992.0,62700.0,62790.5,144.81639428,9099718.1907827,9099718.1907827,1,2024-04-27 17:00:00
63018.1,63057.2,62873.0,62982.0,137.13527778,8632876.934278088,8632876.934278088,1,2024-04-27 16:00:00
62972.2,63063.0,62916.9,63020.1,74.68092458,4703980.370390488,4703980.370390488,1,2024-04-27 15:00:00
63020.1,63153.9,62952.9,62971.5,139.67566998,8810176.752735758,8810176.752735758,1,2024-04-27 14:00:00
62982.3,63136.0,62850.4,63020.3,149.39013075,9408805.409809886,9408805.409809886,1,2024-04-27 13:00:00
63060.9,63099.0,62800.0,62982.3,223.87999355,14095219.729706667,14095219.729706667,1,2024-04-27 12:00:00
63078.1,63175.7,62935.8,63060.9,138.76307528,8748252.92758793,8748252.92758793,1,2024-04-27 11:00:00
62931.8,63150.2,62793.8,63078.1,131.88273372,8308584.461506119,8308584.461506119,1,2024-04-27 10:00:00
62595.9,63322.5,62467.9,62931.9,342.35272095,21533755.42515355,21533755.42515355,1,2024-04-27 09:00:00
63188.1,63282.9,62380.6,62596.0,1065.59404166,66857130.30307049,66857130.30307049,1,2024-04-27 08:00:00
63774.2,63925.0,62859.4,63187.0,736.89786167,46604908.01887826,46604908.01887826,1,2024-04-27 07:00:00
63826.7,63924.9,63762.9,63774.1,76.57217192,4886473.470668364,4886473.470668364,1,2024-04-27 06:00:00
64056.8,64056.8,63691.4,63826.7,145.93894732,9314731.646301655,9314731.646301655,1,2024-04-27 05:00:00
63971.9,64083.1,63820.1,64059.4,170.79409884,10921430.892639715,10921430.892639715,1,2024-04-27 04:00:00
63747.9,64114.0,63746.1,63972.0,150.54732927,9627214.999921441,9627214.999921441,1,2024-04-27 03:00:00
64060.1,64132.0,63736.1,63747.9,196.56661917,12567786.185811222,12567786.185811222,1,2024-04-27 02:00:00
64002.0,64171.0,63941.3,64060.0,137.0093063,8775263.478064723,8775263.478064723,1,2024-04-27 01:00:00
63670.0,64111.3,63557.0,64001.0,510.93151577,32652800.033172455,32652800.033172455,1,2024-04-27 00:00:00
63503.8,63787.9,63313.9,63670.0,346.46142142,22038580.354703426,22038580.354703426,1,2024-04-26 23:00:00
63857.4,64031.9,63333.3,63503.7,850.96137597,54079350.10770416,54079350.10770416,1,2024-04-26 22:00:00
64492.1,64814.8,63782.3,63854.3,1098.72193043,70653188.8879562,70653188.8879562,1,2024-04-26 21:00:00
64143.9,64586.1,63679.5,64493.5,754.27328622,48316975.75582128,48316975.75582128,1,2024-04-26 20:00:00
64244.0,64517.6,63920.7,64132.0,443.99631845,28531955.207138672,28531955.207138672,1,2024-04-26 19:00:00
64100.9,64265.6,64071.7,64244.1,156.88319051,10067827.474131672,10067827.474131672,1,2024-04-26 18:00:00
64490.1,64562.0,64063.7,64103.6,316.77752669,20368740.005402263,20368740.005402263,1,2024-04-26 17:00:00
64410.0,64583.2,64337.6,64490.0,259.01148043,16699742.69000041,16699742.69000041,1,2024-04-26 16:00:00
64278.0,64478.3,64225.0,64410.0,225.88632398,14538770.104507966,14538770.104507966,1,2024-04-26 15:00:00
64380.0,64614.0,64236.0,64278.1,391.60874517,25206054.955860294,25206054.955860294,1,2024-04-26 14:00:00
64569.6,64590.3,64261.3,64380.0,298.37876689,19226580.36027553,19226580.36027553,1,2024-04-26 13:00:00
64217.5,64583.4,64020.3,64568.0,350.93678095,22574185.62901299,22574185.62901299,1,2024-04-26 12:00:00
64386.1,64399.1,64180.9,64217.4,243.2886133,15637776.460421663,15637776.460421663,1,2024-04-26 11:00:00
64504.7,64517.5,64312.1,64386.0,173.61804432,11181148.011999862,11181148.011999862,1,2024-04-26 10:00:00
64406.6,64674.7,64304.1,64504.6,196.48471746,12669208.894040814,12669208.894040814,1,2024-04-26 09:00:00
64315.9,64666.6,63875.4,64408.1,469.31182194,30115053.583100956,30115053.583100956,1,2024-04-26 08:00:00
64500.2,64560.6,64114.3,64314.0,439.54658061,28271202.968478456,28271202.968478456,1,2024-04-26 07:00:00
64610.0,64747.7,64452.1,64505.7,229.26399505,14801703.52920307,14801703.52920307,1,2024-04-26 06:00:00
64706.1,64753.2,64552.0,64610.0,217.17657233,14040462.086963931,14040462.086963931,1,2024-04-26 05:00:00
64794.1,65289.8,64680.6,64706.1,566.8507298,36846424.32276357,36846424.32276357,1,2024-04-26 04:00:00
64749.9,64992.2,64489.4,64794.1,441.80915982,28612298.575929098,28612298.575929098,1,2024-04-26 03:00:00
64714.0,64787.9,64552.0,64750.0,289.98217842,18751620.22548029,18751620.22548029,1,2024-04-26 02:00:00
64705.8,64974.4,64469.2,64713.9,547.89895015,35434109.42600399,35434109.42600399,1,2024-04-26 01:00:00
64439.8,64849.5,64369.3,64705.8,828.65455964,53547243.73366289,53547243.73366289,1,2024-04-26 00:00:00
